date,T,PM,MDLZ,MS,UNH,USB,PANW,LRCX,PG,AMD,MRK,ACN,MU,AMZN,WMT,INTU,ABNB,GOOGL,GS,HCA,UNP,CRM,JNJ,CL,ABT,ABBV,UPS,SO,NKE,AMAT,CSCO,CSX,HON,MSFT,INTC,BK,COP,SPGI,NEE,ELV,ADP,TGT,NVDA,V,BKNG,BLK,LLY,SBUX,AMGN,QCOM,PLD,MA,EQIX,KO,REGN,LMT,LOW,MO,DIS,DUK,TSLA,GE,AVGO,ISRG,TMO,CAT,CB,PEP,META,MDT,EOG,ADI,TXN,CVX,BAC,NSC,DE,XOM,ORCL,AAPL,JPM,PFE,NOW,BMY,C,KMB,ADBE,MCD,RTX,VRTX,COST,PGR,OXY,GOOG,AXP,HD,IBM,DHR,LIN,CCI
2020-12-10,20.195500,76.450800,54.673600,60.799300,317.160000,43.024300,51.311500,46.979500,128.982000,91.660000,72.894100,239.876000,70.720000,155.074000,46.789700,358.338000,144.710000,88.063300,234.004000,158.507000,194.281000,222.920000,144.705000,80.745900,103.162000,98.722700,155.639000,55.851300,135.089000,86.468300,41.747000,29.304500,181.507000,203.504000,45.169500,39.033700,41.007400,320.411000,70.365800,306.763000,165.644000,166.540000,12.939800,201.301000,2104.870000,628.752000,156.462000,101.267000,214.545000,149.694000,92.345100,327.977000,664.185000,49.950800,478.980000,336.123000,155.080000,36.949700,154.690000,84.932400,209.023000,71.375600,37.006200,252.690000,466.551000,171.155000,147.799000,136.895000,277.120000,107.420000,47.992100,136.393000,153.931000,85.616500,27.911000,229.307000,247.578000,39.878600,57.578200,120.378000,113.727000,38.894800,538.000000,56.592900,56.438900,125.052000,476.870000,198.920000,70.008200,224.040000,367.511000,87.917900,21.103300,88.766500,118.889000,253.030000,113.344000,221.736000,243.573000,145.828000
2020-12-11,20.407000,76.477200,54.885000,59.741600,314.756000,42.763000,51.655000,47.128900,129.929000,91.650000,72.868200,239.549000,69.976100,155.821000,46.776300,360.142000,139.250000,88.419500,229.800000,154.361000,194.802000,222.420000,145.373000,80.831700,103.648000,97.673200,159.568000,55.777400,134.921000,86.870300,41.747000,29.444200,183.770000,206.131000,44.692800,37.977300,40.522400,319.408000,70.863100,304.470000,167.113000,165.882000,12.980700,199.974000,2089.210000,625.860000,155.520000,98.969100,213.811000,138.674000,92.526400,323.930000,665.999000,50.233700,479.770000,342.108000,152.766000,36.992900,175.720000,84.728400,203.330000,70.370500,36.625100,253.330000,469.197000,171.589000,147.859000,137.189000,273.550000,107.125000,47.044100,136.264000,152.600000,84.791400,27.393600,228.099000,249.871000,39.689000,58.671600,119.571000,113.069000,38.325900,537.360000,57.082800,54.974400,126.864000,475.910000,198.664000,69.920800,224.170000,369.793000,88.096600,20.687700,89.088500,117.311000,252.785000,112.719000,222.275000,242.070000,146.266000
2020-12-14,20.104000,75.938700,54.778300,58.383800,313.873000,41.801900,52.380000,47.145600,129.307000,94.780000,71.106800,237.545000,70.977900,157.848000,46.340300,361.317000,130.000000,87.296600,227.683000,157.605000,189.939000,221.270000,141.685000,80.364700,103.420000,95.706800,157.871000,55.074700,133.829000,87.067800,41.671400,28.952900,181.404000,207.048000,45.358600,37.590200,39.440100,318.276000,70.624800,303.190000,166.749000,165.173000,13.275200,200.960000,2066.010000,615.702000,153.450000,99.273600,215.767000,140.610000,92.050200,327.608000,667.123000,50.158400,500.380000,338.281000,154.952000,36.906500,169.300000,84.349300,213.277000,68.285000,37.164000,254.930000,465.163000,170.405000,145.102000,136.474000,274.190000,106.731000,45.711000,137.388000,152.137000,82.031200,27.056700,222.280000,246.882000,38.256400,58.818200,118.949000,111.861000,36.546900,532.480000,56.377100,54.797300,126.864000,486.420000,202.628000,67.917400,228.130000,369.076000,87.824100,18.983800,88.003000,114.523000,253.756000,112.055000,219.630000,240.319000,145.177000
2020-12-15,20.123800,75.838400,54.933400,60.337200,317.178000,42.157100,52.908500,47.476200,130.067000,97.120000,71.247500,240.759000,72.574500,158.256000,46.317000,356.275000,124.800000,87.735900,232.122000,157.693000,192.149000,220.150000,143.106000,80.898900,104.074000,94.434800,158.408000,56.181700,136.885000,87.038100,42.123100,29.374800,183.391000,206.980000,45.534300,37.929100,39.889400,318.435000,71.929300,306.237000,169.244000,165.586000,13.327100,202.035000,2098.050000,628.539000,162.701000,100.108000,216.764000,142.596000,94.596200,330.080000,672.546000,50.694700,491.790000,338.193000,158.087000,36.286600,173.940000,85.257200,211.083000,70.054400,37.729000,256.160000,469.007000,173.936000,148.490000,136.994000,275.550000,109.536000,46.658300,139.075000,154.286000,81.966700,27.459400,222.814000,255.929000,38.998500,59.882000,124.901000,113.777000,36.080300,527.380000,58.822400,55.664600,126.698000,482.640000,205.461000,68.146300,228.810000,366.614000,90.243000,19.647900,88.388500,116.219000,256.053000,114.232000,221.696000,244.266000,145.390000
2020-12-16,19.932800,77.045700,54.693400,60.601100,316.874000,42.305900,53.888500,47.285300,130.659000,96.850000,70.673700,241.146000,72.416100,162.048000,46.272000,365.014000,137.990000,87.542200,233.415000,158.279000,190.764000,223.620000,142.254000,81.175400,103.965000,96.106000,161.216000,55.786100,135.843000,87.117500,42.123100,29.011300,180.080000,211.962000,45.941700,38.174800,39.440100,315.526000,71.478400,303.329000,169.096000,165.862000,13.209300,201.947000,2098.710000,628.716000,167.200000,99.224100,214.800000,143.912000,94.881400,328.556000,667.281000,49.959700,486.570000,335.348000,157.958000,37.078200,173.120000,83.868300,207.590000,68.917000,38.345000,255.350000,455.868000,171.787000,148.263000,137.112000,275.670000,109.616000,46.254500,137.842000,154.039000,81.342500,27.535900,221.746000,255.085000,39.598500,60.773400,124.834000,114.120000,35.269400,545.000000,58.605500,55.739000,126.874000,489.900000,204.428000,67.695300,232.110000,364.213000,89.933500,19.261200,88.150000,116.121000,257.594000,113.880000,220.428000,242.782000,144.176000
2020-12-17,19.492200,77.080800,55.390800,61.016100,319.048000,42.239400,55.233500,46.604900,131.596000,96.840000,70.664300,257.723000,71.692000,161.804000,46.486300,375.956000,147.050000,86.711100,234.032000,161.404000,193.967000,225.920000,146.000000,81.767800,105.353000,96.336400,165.340000,56.376000,137.966000,86.085200,42.218300,29.483800,181.481000,212.097000,45.521300,38.138400,39.114300,315.714000,72.074100,307.080000,170.773000,165.419000,13.308100,204.751000,2113.430000,635.590000,167.754000,99.165800,217.428000,143.706000,96.134900,333.300000,689.073000,50.158400,496.210000,333.483000,158.294000,36.992900,173.550000,84.709900,218.633000,68.601000,38.453600,259.930000,462.977000,171.471000,148.293000,137.877000,274.480000,109.950000,45.771900,138.799000,154.572000,81.086000,27.642000,223.676000,258.412000,39.399100,61.576700,125.711000,113.158000,35.448000,554.070000,58.793800,56.019900,127.156000,495.360000,204.870000,67.763100,236.920000,365.040000,89.886600,18.993800,87.395000,116.101000,261.774000,113.880000,222.983000,249.081000,145.702000
2020-12-18,19.346500,77.458600,55.764200,60.554100,315.971000,41.848800,59.255000,46.101500,132.346000,95.920000,70.406900,259.459000,70.898300,160.082000,46.438300,375.746000,157.300000,85.999300,231.838000,160.997000,195.324000,227.430000,146.853000,82.025500,105.541000,95.932400,165.993000,55.516900,134.802000,84.696600,42.801600,29.518400,179.845000,211.286000,42.652900,38.496100,38.191300,317.114000,71.545400,301.762000,172.617000,164.622000,13.239300,204.879000,2099.650000,629.113000,166.565000,99.234000,214.848000,141.692000,93.735800,336.700000,686.175000,50.599700,498.890000,336.730000,157.958000,37.664400,172.890000,83.600900,231.667000,68.222400,39.553000,263.030000,464.714000,173.177000,147.275000,139.043000,276.400000,111.269000,45.436500,139.548000,155.882000,79.966200,27.487800,225.329000,264.440000,38.719400,62.980100,123.729000,112.617000,35.121000,565.430000,59.338800,55.095800,125.998000,502.950000,205.658000,67.312100,236.720000,361.811000,90.485600,18.341700,86.550500,114.671000,258.418000,114.154000,224.580000,250.109000,143.904000
2020-12-21,19.090400,75.731300,55.151800,63.998700,313.826000,42.287300,59.336500,46.317600,130.905000,93.230000,70.194100,254.757000,70.908300,160.309000,46.445000,371.611000,163.020000,86.414800,246.058000,159.757000,194.253000,226.470000,145.440000,81.433200,104.698000,95.249800,163.536000,55.388700,141.417000,85.012200,42.274300,29.202500,180.368000,215.164000,41.664200,39.089700,37.503300,314.255000,71.441000,299.548000,170.921000,165.929000,13.299100,202.662000,2068.200000,629.141000,164.019000,98.909800,213.734000,141.101000,92.950700,330.798000,681.017000,49.724800,496.740000,330.403000,159.046000,36.943000,170.690000,82.470600,216.620000,67.969000,39.034800,263.090000,460.930000,172.427000,146.682000,137.601000,272.790000,109.664000,43.954500,137.645000,154.334000,78.957700,28.515000,223.132000,261.560000,38.012400,62.417500,125.248000,116.832000,34.840900,550.820000,58.295100,57.119200,125.228000,498.390000,202.402000,66.832600,234.550000,359.788000,91.410000,17.299800,86.968500,113.589000,258.928000,111.919000,224.630000,246.698000,143.368000
2020-12-22,18.689400,75.019500,54.653900,62.876200,312.828000,42.530100,62.010000,45.715300,129.968000,93.160000,70.309800,252.853000,69.886400,160.326000,45.884300,375.606000,163.190000,85.700300,239.453000,159.935000,193.329000,231.170000,145.146000,80.564200,104.887000,94.416200,165.409000,55.130100,139.889000,84.254700,42.094600,29.156800,178.050000,216.463000,41.493700,38.014700,36.375500,313.609000,71.736300,296.541000,169.826000,166.491000,13.245200,199.583000,2052.820000,624.342000,162.029000,98.419300,207.799000,140.660000,93.333000,328.695000,689.753000,49.676800,490.060000,329.059000,159.323000,36.606200,170.450000,82.869100,213.447000,66.957500,39.418900,271.750000,463.236000,168.994000,145.161000,136.278000,267.090000,109.832000,42.876200,139.283000,154.414000,77.371700,28.006400,223.488000,263.030000,37.368600,63.068300,128.815000,115.044000,34.244700,561.720000,57.751000,55.281900,123.748000,504.170000,202.628000,66.428900,234.900000,356.919000,91.456000,16.756100,86.175000,111.783000,258.025000,112.133000,221.456000,246.006000,143.592000
2020-12-23,18.919100,75.028300,54.835700,64.356800,315.229000,43.593900,60.803500,45.158100,129.781000,91.550000,70.610700,250.878000,69.400400,159.264000,45.568000,372.597000,158.010000,86.099300,245.549000,162.504000,192.995000,227.430000,144.402000,80.592800,104.074000,94.859500,163.585000,54.817200,139.215000,82.670600,41.799000,29.196500,179.801000,213.641000,41.853200,38.675000,37.351600,308.407000,71.372000,301.474000,168.711000,168.979000,12.976700,199.055000,2100.850000,633.464000,160.800000,98.075600,209.617000,141.248000,91.937400,325.714000,679.745000,49.979200,492.190000,332.541000,157.207000,36.881500,173.550000,82.416200,215.327000,68.537600,38.723400,269.880000,456.417000,170.760000,146.021000,136.651000,268.110000,109.162000,43.954500,138.257000,152.955000,78.592000,28.811700,226.021000,261.749000,37.848000,63.211900,127.908000,118.266000,34.897500,550.060000,57.345900,56.699200,124.536000,496.910000,202.726000,67.839700,235.840000,356.779000,91.007700,17.716400,86.619000,114.115000,257.799000,112.397000,219.101000,247.617000,142.640000
2020-12-24,18.879700,75.310600,55.313700,64.243000,318.222000,43.368800,61.190000,46.041400,131.083000,91.810000,70.946600,250.739000,70.024900,158.634000,45.659300,376.782000,154.840000,86.394800,245.265000,160.897000,195.127000,225.780000,144.921000,81.175400,104.946000,94.839900,163.156000,55.204900,139.055000,83.949100,41.955200,29.321300,179.414000,215.322000,42.302700,38.732000,36.803700,311.305000,71.997300,301.791000,170.043000,169.226000,12.960700,202.359000,2088.350000,636.644000,161.969000,98.026500,209.607000,143.008000,92.942000,332.414000,682.506000,50.317800,488.930000,332.884000,157.543000,36.626400,173.730000,82.999400,220.590000,67.211000,39.269900,269.000000,456.167000,171.845000,145.804000,137.279000,267.400000,109.252000,43.532600,139.460000,153.585000,78.262300,28.726200,227.258000,262.980000,37.694400,62.882100,128.904000,117.765000,34.737500,553.890000,57.486800,56.503500,124.887000,499.860000,202.136000,67.408400,234.460000,359.400000,91.754400,17.498600,86.942500,114.513000,258.870000,113.109000,220.199000,249.071000,144.069000
2020-12-28,18.787400,75.293100,55.716700,64.205600,323.050000,43.527400,60.246500,45.633600,131.990000,91.600000,71.222500,253.061000,70.104500,164.198000,46.203700,376.742000,149.000000,88.377600,248.547000,160.659000,197.297000,224.640000,145.607000,81.527900,104.401000,95.011400,162.376000,55.380900,139.869000,83.496500,42.312600,29.512500,179.756000,217.441000,42.302700,39.109300,36.626900,312.745000,72.486600,305.910000,170.092000,170.395000,12.867800,206.169000,2137.920000,639.343000,161.810000,100.265000,210.302000,141.997000,93.878800,340.797000,686.312000,50.996100,482.960000,334.974000,156.831000,36.416300,178.860000,83.535800,221.230000,67.147600,39.308500,268.390000,458.784000,170.721000,146.811000,139.023000,277.000000,110.285000,42.956000,139.657000,153.418000,77.868300,28.888100,229.514000,261.322000,37.822700,62.797900,133.525000,118.522000,34.319800,543.740000,57.458200,57.025300,124.945000,498.950000,204.644000,67.753300,232.470000,365.797000,91.577800,17.231400,88.804500,115.505000,257.260000,113.217000,221.456000,252.383000,146.177000
2020-12-29,18.780800,74.727400,55.888500,63.883900,324.349000,43.033200,59.366500,45.358200,131.754000,90.620000,72.080400,251.186000,69.657300,166.100000,45.916700,373.972000,150.000000,87.570500,247.029000,160.491000,196.099000,222.460000,146.499000,81.166500,104.936000,96.163800,160.173000,55.453700,139.026000,82.905900,42.049400,29.085600,179.064000,216.650000,44.386500,39.109300,36.411400,316.141000,72.333000,307.328000,168.396000,169.096000,12.910800,207.850000,2185.400000,635.830000,161.889000,101.492000,213.333000,142.724000,93.399600,342.950000,685.257000,50.967700,484.220000,334.710000,155.387000,35.758100,177.300000,83.174400,221.997000,66.640800,39.049000,271.360000,460.910000,169.064000,145.872000,139.494000,276.780000,110.718000,42.717500,138.681000,153.142000,77.601900,28.773300,226.882000,259.196000,37.395800,62.398700,131.732000,118.217000,34.532500,545.980000,57.741200,56.820600,125.121000,502.110000,203.394000,67.475300,233.490000,367.442000,91.175400,17.072300,87.936000,115.287000,254.344000,112.299000,221.566000,251.799000,145.749000
2020-12-30,18.747900,74.371100,55.758200,64.006500,322.156000,43.447100,59.298500,46.434300,131.132000,92.290000,71.344600,250.967000,71.355400,164.292000,45.877700,371.232000,148.430000,86.499000,248.410000,159.311000,197.594000,222.400000,148.314000,80.879200,105.015000,96.682600,157.520000,55.952300,139.035000,85.572900,41.898200,29.411500,180.615000,214.286000,43.811700,39.344200,37.288800,318.226000,72.890200,307.051000,167.380000,167.966000,13.112300,211.720000,2205.260000,638.225000,162.316000,101.817000,213.607000,144.119000,94.452200,351.752000,677.152000,51.260400,478.300000,334.964000,155.407000,35.766700,181.170000,83.822500,231.593000,67.589500,39.577400,271.770000,459.781000,172.309000,146.861000,139.386000,271.870000,110.787000,44.376200,141.117000,154.581000,78.262300,28.744800,228.801000,260.745000,37.694400,62.341300,130.618000,118.541000,34.244700,547.380000,58.211300,56.774700,124.195000,497.450000,202.303000,68.453800,232.680000,369.146000,90.912900,17.736300,86.976000,116.537000,253.452000,112.787000,219.391000,254.083000,146.293000
2020-12-31,18.925700,75.566800,56.210600,64.658000,327.453000,43.862000,59.231500,45.266800,132.444000,91.710000,72.417400,254.549000,74.589300,162.846000,45.867700,375.487000,146.800000,87.315400,252.497000,161.384000,199.735000,222.530000,149.570000,81.623700,106.036000,98.418600,159.568000,56.709400,138.928000,84.905000,42.151600,29.548200,182.114000,215.000000,44.774300,40.052800,37.270500,323.240000,74.079600,313.937000,169.688000,170.532000,13.021600,212.080000,2227.270000,649.572000,164.079000,102.808000,216.188000,146.419000,95.254800,353.128000,690.484000,51.636200,483.110000,335.739000,155.357000,35.994100,181.180000,84.747900,235.223000,68.159100,39.851000,272.700000,463.815000,174.212000,148.787000,140.347000,273.160000,112.215000,43.770200,142.596000,155.942000,77.454700,29.061000,230.376000,263.586000,37.350100,62.620600,129.613000,120.153000,34.310000,550.430000,58.780000,57.520500,125.774000,500.120000,205.185000,68.597400,236.340000,371.447000,92.287600,17.141900,87.594000,117.987000,253.796000,114.183000,220.847000,255.765000,148.918000
2021-01-04,19.372900,74.388600,55.681100,64.468600,326.361000,43.419700,58.610000,45.817100,131.181000,92.300000,71.673200,249.916000,73.467900,159.332000,46.623700,367.436000,139.150000,85.994800,253.732000,160.570000,194.754000,220.310000,148.755000,80.498000,105.669000,96.820900,155.210000,54.797700,137.579000,85.464800,41.744100,28.649600,178.050000,210.429000,44.639500,39.344200,36.878100,327.689000,71.267700,311.487000,162.715000,171.596000,13.080400,211.132000,2164.080000,639.917000,160.820000,99.057100,213.128000,142.734000,91.794300,347.745000,669.569000,49.676800,482.860000,325.947000,155.229000,35.854000,177.680000,83.036200,243.257000,66.072700,38.701800,266.670000,469.845000,174.322000,144.737000,136.513000,268.940000,111.161000,43.760600,140.959000,154.128000,77.692700,28.793000,226.338000,262.206000,37.603900,61.712400,126.410000,119.033000,34.310000,526.830000,58.163000,56.103100,124.439000,485.340000,201.006000,65.643800,229.430000,374.765000,90.653300,17.281100,86.412000,115.187000,252.176000,112.435000,221.935000,251.206000,145.011000
2021-01-05,19.255100,75.201600,55.739400,65.563500,321.972000,43.559700,58.358500,47.400700,132.010000,92.770000,71.798000,251.344000,76.652900,160.926000,46.373000,364.625000,148.300000,86.688200,259.407000,161.929000,197.150000,221.520000,150.491000,80.679700,106.987000,97.820300,153.045000,55.157200,138.688000,88.149800,41.763700,29.135100,178.486000,210.623000,45.483900,39.788300,38.993400,322.963000,71.795400,308.083000,162.252000,174.241000,13.371100,207.984000,2188.070000,643.297000,161.632000,99.391200,214.164000,146.508000,91.937400,343.707000,668.592000,49.131600,483.450000,329.892000,155.763000,35.783900,178.440000,83.072200,245.037000,67.969000,38.964200,268.350000,475.706000,175.762000,144.855000,136.925000,270.970000,112.047000,47.324200,143.483000,155.271000,79.793700,29.012900,228.535000,268.710000,39.416600,60.946700,127.957000,119.671000,34.664300,531.970000,58.324600,57.557800,124.576000,485.690000,202.225000,66.591900,228.580000,370.430000,90.485600,19.023700,87.046000,115.813000,254.207000,114.427000,227.414000,255.132000,145.575000
2021-01-06,19.629100,75.302800,55.633700,69.516300,335.471000,46.140500,57.546500,47.589000,133.401000,90.330000,72.931200,254.092000,76.503500,156.919000,46.665700,356.843000,142.770000,85.832800,273.411000,167.375000,201.278000,216.150000,151.923000,78.513300,106.769000,96.976900,152.597000,56.507300,139.790000,89.360700,42.161400,29.909700,181.746000,205.161000,45.924000,42.478900,40.549300,323.370000,75.310200,321.014000,161.699000,182.502000,12.582300,206.159000,2249.810000,661.650000,159.691000,100.118000,219.326000,145.318000,89.758900,343.837000,646.761000,47.568700,470.090000,329.166000,157.830000,36.363400,179.120000,84.146200,251.993000,71.691600,38.723400,264.260000,483.173000,185.528000,151.740000,135.248000,263.310000,113.879000,48.326600,144.124000,156.020000,82.359800,30.825700,235.937000,284.461000,40.421300,60.801100,123.670000,125.291000,34.365800,507.250000,58.465600,60.869400,123.914000,466.310000,201.762000,67.417300,226.650000,364.771000,92.202800,19.806000,86.764500,120.091000,255.660000,117.277000,234.960000,263.526000,141.668000
2021-01-07,19.683200,75.740100,55.528000,70.706400,340.864000,47.062500,60.518500,49.310200,132.158000,95.160000,74.382700,256.483000,78.488400,158.108000,46.662700,364.386000,151.270000,88.396600,279.253000,170.351000,204.058000,217.980000,152.423000,78.083700,107.790000,98.006600,150.667000,56.441200,142.338000,93.029400,42.693600,30.616000,182.051000,210.996000,46.903200,42.732400,41.659700,323.578000,76.136200,329.865000,162.607000,184.608000,13.311100,207.314000,2239.850000,675.566000,161.146000,99.303300,220.039000,149.644000,91.105300,346.569000,656.435000,47.041200,481.200000,323.987000,158.462000,36.679100,178.580000,83.202500,272.013000,71.122000,40.355800,269.400000,498.229000,185.883000,150.664000,134.807000,268.740000,113.731000,51.449400,150.219000,159.569000,82.745000,31.506300,242.260000,293.657000,40.739200,61.286500,127.869000,129.407000,34.542300,511.410000,59.092400,61.588000,122.754000,477.740000,202.686000,66.937800,232.900000,362.708000,92.740800,20.370500,89.362500,119.137000,254.414000,117.013000,238.283000,262.755000,142.630000
2021-01-08,19.435100,75.840400,55.940900,70.997800,339.324000,46.431200,61.091500,48.081800,132.099000,94.580000,73.506900,257.435000,76.812200,159.135000,46.656000,370.743000,149.770000,89.566800,277.762000,169.051000,209.914000,222.040000,152.109000,78.608100,108.097000,98.526500,150.081000,56.837800,143.717000,94.014100,42.787900,31.205500,179.836000,212.294000,46.418200,42.280500,41.659700,321.404000,77.903600,329.578000,164.727000,187.026000,13.243200,208.905000,2281.540000,681.003000,161.722000,101.531000,224.253000,150.558000,92.329400,350.506000,669.480000,48.095300,498.730000,317.874000,159.758000,36.512200,178.690000,83.350100,293.340000,71.565700,40.560600,272.920000,510.129000,185.912000,150.220000,136.425000,267.570000,114.676000,51.670700,151.304000,162.633000,83.535100,31.189100,246.317000,287.936000,41.191500,61.588500,128.982000,129.545000,34.607700,529.640000,59.214600,60.980000,122.910000,485.100000,206.414000,67.014400,237.000000,364.691000,92.506200,19.884400,90.360500,119.257000,257.113000,116.593000,242.055000,262.448000,144.117000
2021-01-11,19.334100,75.127600,54.884000,71.763100,336.865000,46.450800,60.800000,49.504300,131.211000,97.250000,75.250500,253.706000,78.051200,155.710000,46.867700,368.661000,148.130000,87.497300,281.340000,168.158000,208.508000,218.250000,151.472000,78.407600,107.364000,100.135000,153.377000,56.507300,144.401000,96.374400,43.073600,31.255100,178.400000,210.232000,46.320100,42.997800,42.274400,313.878000,76.520200,331.215000,162.271000,188.650000,13.587800,206.422000,2221.270000,690.207000,180.711000,100.520000,223.393000,150.037000,90.476200,344.924000,659.736000,47.268300,502.920000,319.374000,160.974000,36.302000,179.090000,82.646500,270.397000,72.260300,40.571100,271.220000,511.177000,185.528000,148.994000,134.465000,256.840000,113.533000,52.317700,152.803000,162.781000,84.012000,31.707600,246.644000,288.930000,42.443100,61.246900,125.987000,131.481000,35.205000,523.060000,61.565300,61.979500,122.608000,474.240000,204.850000,66.957500,234.640000,358.841000,93.083300,19.884400,88.336000,118.552000,259.154000,116.632000,242.685000,259.671000,143.175000
2021-01-12,19.254300,73.997100,55.106300,71.517700,333.704000,46.742500,61.746500,51.416800,130.441000,95.355000,73.558600,251.810000,78.835000,156.041000,47.402300,362.055000,160.800000,86.557700,289.366000,169.011000,209.747000,215.520000,150.305000,78.521200,105.412000,100.831000,155.318000,54.300100,142.438000,98.395400,43.481100,31.221400,178.855000,207.762000,47.847900,43.941200,44.193600,310.600000,76.578300,327.325000,162.814000,192.328000,13.451000,202.513000,2196.340000,700.158000,173.767000,98.792300,222.454000,148.454000,90.523300,339.690000,654.077000,47.182200,505.750000,323.309000,163.555000,35.932700,175.990000,82.314200,283.147000,74.340200,40.902200,262.810000,496.671000,189.059000,151.394000,133.827000,251.090000,112.362000,54.802900,153.572000,163.708000,85.607700,32.273200,248.653000,295.951000,43.384500,60.655500,125.809000,133.553000,34.654600,513.210000,62.001800,62.192900,121.557000,471.650000,202.332000,68.607100,229.380000,359.031000,93.063300,22.400500,87.327500,119.098000,264.041000,117.209000,239.261000,258.790000,140.754000
2021-01-13,19.160000,74.124700,55.152700,71.290100,331.538000,46.611300,60.966500,50.464000,130.649000,91.780000,72.894100,251.384000,79.281100,158.294000,46.919700,361.357000,169.990000,87.046900,290.062000,167.285000,207.792000,218.180000,150.069000,78.741400,108.613000,103.283000,154.556000,55.121400,140.464000,96.463700,43.073600,30.814200,177.261000,209.119000,51.181700,43.715100,43.830200,306.847000,78.584800,323.068000,158.573000,190.134000,13.497800,202.991000,2182.420000,701.970000,180.276000,98.861000,223.540000,151.305000,91.191600,343.060000,667.212000,47.230000,511.900000,326.762000,164.377000,36.073700,176.120000,84.747900,284.803000,73.012000,41.068200,270.480000,499.607000,187.462000,151.868000,134.915000,251.640000,113.751000,53.073000,152.980000,162.870000,85.524800,32.080700,246.753000,295.097000,43.873700,60.306900,127.839000,133.681000,34.355800,521.710000,61.338600,62.372000,122.823000,472.050000,202.796000,67.628500,227.100000,361.761000,92.925500,22.113200,87.720000,119.862000,261.852000,115.139000,238.413000,259.868000,142.844000
2021-01-14,19.615900,74.097500,55.096400,72.148600,327.322000,46.393100,60.526500,53.464200,129.258000,90.790000,72.745100,249.340000,80.661500,156.373000,46.766700,361.895000,180.500000,86.233400,294.786000,165.113000,207.378000,215.600000,152.679000,78.216100,107.007000,103.715000,154.908000,54.502300,138.758000,104.094000,42.874300,30.439800,178.619000,205.896000,53.247100,43.912600,44.613900,301.069000,79.246300,315.338000,155.911000,191.286000,13.167300,195.733000,2182.590000,669.339000,181.415000,97.840000,227.236000,154.597000,91.279900,323.851000,666.768000,46.354100,517.910000,328.608000,164.921000,36.090900,173.430000,84.840100,281.667000,73.582200,41.145600,265.710000,494.815000,188.931000,150.624000,134.151000,245.640000,112.835000,54.968300,153.928000,163.156000,87.578900,32.588500,244.784000,296.706000,45.587200,59.860200,125.919000,134.457000,34.254400,514.340000,62.560700,64.377800,122.725000,463.270000,199.363000,68.051100,226.120000,357.227000,91.479000,24.004900,87.009000,121.202000,256.396000,116.993000,235.309000,255.942000,144.778000
2021-01-15,19.535400,73.878400,55.007500,70.989000,328.043000,45.564100,60.811500,52.479300,128.281000,88.210000,73.816900,248.031000,80.084900,155.212000,46.024300,367.336000,169.270000,86.069100,288.220000,165.609000,207.782000,213.140000,152.355000,78.158800,108.226000,102.695000,150.570000,55.074700,138.184000,101.464000,43.139400,30.418000,176.350000,205.545000,51.749200,43.007600,42.050300,300.850000,78.776700,319.137000,155.170000,188.178000,12.826800,195.470000,2119.230000,655.172000,185.387000,98.340700,230.843000,150.990000,93.361400,320.211000,684.261000,45.855000,517.930000,328.451000,165.830000,36.170600,171.440000,85.257200,275.387000,71.502400,40.579500,259.470000,501.034000,186.258000,150.011000,133.787000,251.360000,111.909000,52.274900,152.290000,160.751000,84.461600,31.648700,245.248000,289.406000,43.394300,60.034500,124.182000,132.050000,34.206600,513.760000,63.052500,59.916900,122.472000,458.080000,200.710000,66.381700,225.550000,357.048000,92.798700,22.172900,86.809500,119.614000,263.315000,116.466000,235.359000,250.505000,147.101000
2021-01-19,19.387600,74.753700,54.933400,70.752500,328.877000,45.254800,60.675000,55.595200,127.176000,89.450000,73.646600,250.164000,84.828600,156.038000,45.624000,381.137000,173.690000,88.901200,281.692000,162.981000,206.524000,216.760000,154.718000,77.176300,109.465000,104.244000,148.093000,56.366300,136.765000,107.439000,42.911600,30.170300,177.043000,209.216000,52.117000,43.242400,42.870600,307.930000,79.516200,316.469000,155.979000,181.765000,12.992600,195.538000,2163.040000,660.478000,192.887000,98.537000,233.444000,157.398000,93.678000,322.863000,692.545000,45.675900,533.890000,322.985000,165.850000,36.196500,172.260000,83.654400,281.517000,72.133700,41.801100,259.470000,505.257000,186.712000,150.180000,134.435000,261.100000,113.347000,53.414000,154.983000,165.511000,86.680700,31.418900,242.250000,288.999000,44.254800,59.558100,124.852000,131.471000,34.234900,519.420000,63.242800,59.414700,122.803000,456.500000,199.933000,66.534900,231.910000,349.445000,94.160500,22.846800,89.543000,124.120000,261.019000,117.043000,234.720000,251.434000,149.113000
